427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,427,427,427,427,427
427,427,427,427,428,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,426,427,427,427,427
427,427,427,427,428,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,426,427,427,427,427
427,427,427,427,428,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,426,427,427,427,427
427,427,427,427,428,217,218,216,217,218,216,217,218,216,217,218,216,217,218,216,426,427,427,427,427
427,427,427,427,428,127,128,126,127,128,126,127,128,126,127,128,126,127,128,126,426,427,427,427,427
427,427,427,427,427,397,397,397,397,397,397,397,397,397,397,398,156,157,158,156,426,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,428,186,187,188,186,426,427,427,427,427
427,427,427,427,427,457,457,457,457,457,457,457,457,457,457,458,216,217,218,216,426,427,427,427,427
427,427,427,427,428,108,108,108,108,108,108,108,108,108,108,108,126,127,128,126,426,427,427,427,427
427,427,427,427,428,108,108,108,108,108,108,108,108,108,108,108,156,157,158,156,426,427,427,427,427
427,427,427,427,428,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,426,427,427,427,427
427,427,427,427,428,217,218,216,396,397,397,397,397,397,397,397,397,397,397,397,427,427,427,427,427
427,427,427,427,428,127,128,126,426,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,428,157,158,156,456,457,457,457,457,457,457,457,457,457,457,457,427,427,427,427,427
427,427,427,427,428,187,188,186,108,108,108,108,108,108,108,108,108,108,108,108,426,427,427,427,427
427,427,427,427,428,217,218,216,108,108,108,108,108,108,108,108,108,108,108,108,426,427,427,427,427
427,427,427,427,428,127,128,126,127,128,126,127,128,126,127,128,126,127,128,126,426,427,427,427,427
427,427,427,427,428,157,158,156,157,158,156,157,158,156,157,158,156,157,158,156,426,427,427,427,427
427,427,427,427,428,187,188,186,396,397,397,397,397,397,397,397,398,187,188,186,426,427,427,427,427
427,427,427,427,428,217,218,216,426,427,427,427,427,427,427,427,428,217,218,216,426,427,427,427,427
427,427,427,427,428,127,128,126,426,427,427,427,427,427,427,427,428,127,128,126,426,427,427,427,427
427,427,427,427,428,157,158,156,456,457,457,457,457,457,457,457,458,157,158,156,426,427,427,427,427
427,427,427,427,428,187,188,186,108,108,108,108,108,108,108,108,108,187,188,186,426,427,427,427,427
427,427,427,427,428,217,218,216,108,108,108,108,108,108,108,108,108,217,218,216,426,427,427,427,427
427,427,427,427,428,127,128,126,127,128,126,127,128,126,127,128,126,127,128,126,426,427,427,427,427
427,427,427,427,428,157,158,156,157,158,156,157,158,156,157,158,156,157,158,156,426,427,427,427,427
427,427,427,427,428,187,188,186,187,188,186,187,188,186,187,188,186,187,188,186,426,427,427,427,427
427,427,427,427,428,217,218,216,217,218,216,217,218,216,217,218,216,217,218,216,426,427,427,427,427
427,427,427,427,428,127,128,126,127,128,126,127,128,126,127,128,126,127,128,126,426,427,427,427,427
427,427,427,427,428,126,126,156,157,158,156,157,158,156,157,158,156,157,158,156,426,427,427,427,427
427,427,427,427,428,126,126,186,187,188,186,187,188,186,187,188,186,187,188,186,426,427,427,427,427
427,427,427,427,427,397,397,397,397,397,397,397,397,397,397,397,397,397,397,397,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
