427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,427,427
427,427,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,427,427
427,427,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,427,427
427,427,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,427,427
427,427,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,427,427
427,427,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,72,72,72,427,427,427,427,427,427,427,427,427,427,427,427,72,72,72,427,427
427,427,72,72,72,75,75,75,116,75,75,75,75,116,75,75,75,72,72,72,72,72,72,75,75,75,75,75,75,75,75,75,75,75,75,72,72,72,427,427
427,427,72,72,72,75,75,75,146,75,75,75,75,146,75,75,75,72,72,72,72,72,72,75,75,75,75,75,75,75,75,75,75,75,75,72,72,72,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
