427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,427,457,457,457,457,457,457,457,457,457,457,457,427,427,427,427,427,427,427,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,457,427,427,427,427,427,427,427,427,427,427,427,457,457,457,457,457,457,457,457,457,457,457,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,428,75,75,75,75,75,75,75,75,75,75,75,426,427,427,427,427,427,428,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,426,427,427,427,427,427,427,427,427,427,428,75,75,75,75,75,75,75,75,75,75,75,426,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,428,75,75,75,75,75,75,75,75,75,75,75,426,427,427,427,427,427,428,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,426,427,427,427,427,427,427,427,427,427,428,75,75,75,75,75,75,75,75,75,75,75,426,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,427,427,427,427,428,72,72,72,72,396,397,398,72,72,72,72,426,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
427,427,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,428,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,426,427,427,427,427,427,427,427,427,427,428,72,72,72,72,426,427,428,72,72,72,72,426,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427
